台番,レート,機種名,列,行
2180,s20,L 甲鉄城のカバネリ 海門決戦 XX,18,28
2181,s20,L 甲鉄城のカバネリ 海門決戦 XX,19,28
2182,s20,L 甲鉄城のカバネリ 海門決戦 XX,20,28
2183,s20,L 甲鉄城のカバネリ 海門決戦 XX,21,28
2185,s20,L 甲鉄城のカバネリ 海門決戦 XX,22,28
2186,s20,L 甲鉄城のカバネリ 海門決戦 XX,23,28
2187,新台s20,L 甲鉄城のカバネリ 海門決戦 XX,24,28
2188,新台s20,L 甲鉄城のカバネリ 海門決戦 XX,25,28
2200,s20,L戦国乙女4S3,25,27
2201,s20,LアニマルスロットドッチZT,24,27
2202,s20,Lバイオハザード5ZE,23,27
2203,s20,L スマスロ攻殻機動隊 ZS,22,27
2205,s20,L／緑ドン5／FY,21,27
2206,s20,LアクダマドライブTP,20,27
2207,s20,L／ヨシムネS／SC2,19,27
2208,s20,LタクトオーパスM1,18,27
2210,s20,LB 異世界かるてっと KR,17,27
2211,s20,LB不二子M2,16,27
2212,s20,LB不二子M2,15,27
2213,s20,LB／シェイクボーナストリガー／A1,14,27
2215,s20,LB／シェイクボーナストリガー／A1,13,27
2216,s20,LB／スマスロサンダーVHA,12,27
2217,s20,LB／スマスロサンダーVHA,11,27
2218,s20,LB／スマスロサンダーVHA,10,27
2220,s20,LB／スマスロサンダーVHA,9,27
2221,s20,LB／スマスロサンダーVHA,8,27
2222,s20,LBAREXBRIGHTBA,8,23
2223,s20,LBAREXBRIGHTBA,9,23
2225,s20,LBAREXBRIGHTBA,10,23
2226,s20,LBAREXBRIGHTBA,11,23
2227,s20,LB／クレアの秘宝伝ボーナストリガーVER．／A2,12,23
2228,s20,LB／クレアの秘宝伝ボーナストリガーVER．／A2,13,23
2230,新台s20,LBケロット5ND05H,14,23
2231,新台s20,LBケロット5ND05H,15,23
2232,新台s20,LBケロット5ND05H,16,23
2233,s20,Ｌ　ＤＩＳＣＵＰウルトラリミックス　ＸＲ,17,23
2235,s20,Ｌ　ＤＩＳＣＵＰウルトラリミックス　ＸＲ,18,23
2236,s20,LモンスターハンターライズXA,19,23
2237,s20,LモンスターハンターライズXA,20,23
2238,s20,L／スマスロマギアレコード／RN,21,23
2250,s20,L／スマスロマギアレコード／RN,22,23
2251,s20,L スマスロ東京リベンジャーズ ZF,23,23
2252,s20,L スマスロ東京リベンジャーズ ZF,24,23
2253,s20,Lとある科学の超電磁砲2FV,25,23
2255,s5,L東京喰種CT,25,20
2256,s5,L東京喰種CT,24,20
2257,s5,L東京喰種CT,23,20
2258,s5,L戦国乙女4S3,22,20
2260,s5,L戦国乙女5L8,21,20
2261,s5,LスーパーブラックジャックSLDC,20,20
2262,s5,L新鬼武者3SA,19,20
2263,s5,LモンスターハンターライズXA,18,20
2265,s5,Lパチスロスーパーリオエース2ND02H,17,20
2266,s5,L スマスロ東京リベンジャーズ ZF,16,20
2267,s5,L 甲鉄城のカバネリ 海門決戦 XX,15,20
2268,s5,L／ミリオンゴッド／CX,14,20
2270,s5,L スマスロ化物語 KH,13,20
2271,s5,Lかぐや様は告らせたいjA,12,20
2272,新台s5,L邪神ちゃんドロップキックTX,11,20
2273,s5,L／スマスロマギアレコード／RN,10,20
2275,s5,L／いざ番長／SB8,9,20
2276,s5,L／いざ番長／SB8,8,20
2277,s5,Lモンキーターン5CE,8,16
2278,s5,Lモンキーターン5CE,9,16
2280,s5,L戦国コレクション6KS,10,16
2281,s5,LパチスロゴッドイーターリザレクションSLED,11,16
2282,s5,L／スマスロマギアレコード／RN,12,16
2283,s5,LバイオハザードRE：3 ZD,13,16
2285,s5,Lパチスロ鉄拳6YD01H,14,16
2286,s5,L炎炎ノ消防隊2,15,16
2287,s5,LタクトオーパスM1,16,16
2288,s5,Lかぐや様は告らせたいjA,17,16
2300,s5,L／スマスロ秘宝伝／PA7,18,16
2301,s5,Lからくりサーカス2jG,19,16
2302,新台s5,L 甲鉄城のカバネリ 海門決戦 XX,20,16
2303,新台s5,L／ワールドダイスター／PA3,21,16
2305,s5,Lバイオハザード5ZE,22,16
2306,s5,L銭形5L2,23,16
2307,s5,L スマスロ北斗の拳 転生の章2 MW,24,16
2308,s5,L スマスロ北斗の拳 転生の章2 MW,25,16
2310,s5,L パチスロ北斗の拳AD XR,26,16
2311,s5,L パチスロ北斗の拳AD XR,27,16
2500,p1,Pとある魔術の禁書目録2 Light JWX,54,56
2501,p1,Pルパン三世14L0YU1,54,57
2502,p1,Pデビルマン黄金黙示録N－K1 YT250,54,58
2503,p1,PAギンパラ夢幻カーニバルHBA,54,59
2505,p1,PフィーバーパワフルIII－F,54,60
2506,p1,PAフィーバー真花月2Y,54,61
2507,p1,PA花の慶次～傾奇一転N,54,62
2508,p1,Pルパン三世真速9YS1Y,54,63
2510,p1,PAコマコマ倶楽部with坂本冬美LOOP1,54,64
2511,p1,PネオモンスターハウスAL,54,65
2512,p1,PAコマコマ倶楽部with坂本冬美VS1,54,66
2513,p1,PA乗物娘2N,54,67
2515,p1,PAわんわんセレブレーションAGBD,54,69
2516,p1,PAわんわんセレブレーションAGBD,53,69
2517,p1,PAわんわんセレブレーションAGBD,52,69
2518,p1,PAわんわんセレブレーションAGBD,51,69
2520,p1,PAわんわんセレブレーションAGBD,50,69
2521,p1,PAわんわんセレブレーションAGBD,49,69
2522,p1,PAわんわんセレブレーションAGBD,48,69
2523,p1,eソードアート・オンライン～閃光の軌跡～99Ver．K1,45,69
2525,p1,e無職転生～異世界行ったら本気だす～H2E,44,69
2526,p1,eルパン三世VSキャッツアイLBM6,43,69
2527,p1,eリコリス・リコイルM3,42,69
2528,p1,e真北斗無双5夢幻闘双SCEA,41,69
2530,p1,e化物語2GSED,40,69
2531,p1,e結城友奈は勇者であるMP,39,69
2532,p1,PAわんわんセレブレーションAGBD,36,67
2533,p1,PAわんわんセレブレーションAGBD,37,67
2535,p1,PAわんわんセレブレーションAGBD,38,67
2536,p1,PAわんわんセレブレーションAGBD,39,67
2537,p1,PAわんわんセレブレーションAGBD,40,67
2538,p1,PAわんわんセレブレーションAGBD,41,67
2550,p1,PAわんわんセレブレーションAGBD,42,67
2551,p1,PAわんわんセレブレーションAGBD,43,67
2552,p1,PAわんわんセレブレーションAGBD,44,67
2553,p1,PAわんわんセレブレーションAGBD,45,67
2555,p1,PAわんわんセレブレーションAGBD,46,67
2556,p1,PAわんわんセレブレーションAGBD,47,67
2557,p1,PAわんわんセレブレーションAGBD,48,67
2558,p1,PAわんわんセレブレーションAGBD,49,67
2560,p1,PAわんわんセレブレーションAGBD,50,67
2561,p1,PAわんわんセレブレーションAGBD,51,67
5555,p1,e仮面ライダー電王KL12,21,67
